id,title,source,rank,has changed?,for1,for2,for3,ISSN1,ISSN2,ISSN3,ISSN4
335,Real Time Imaging,CORE2020,C,No,0802,,,1077-2014,,,
454,Real Time Systems: the international journal of time critical computing systems,CORE2020,B,Yes,0805,,,0922-6443,1573-1383,,
383,Requirements Engineering,CORE2020,B,No,0803,,,0947-3602,1432-010X,,
833,Robotica,CORE2020,B,Yes,0801,0913,0906,0263-5747,1469-8668,,
834,Robotics and Autonomous Systems,CORE2020,B,Yes,0801,0913,0906,0921-8890,1872-793X,,
841,Robotics and Computer Integrated Manufacturing,CORE2020,A,No,0801,0910,,0736-5845,,,
516,Scandinavian Journal of Information Systems,CORE2020,Not primarily CS,Yes,0806,,,0905-0167,,,
353,Science of Computer Programming,CORE2020,A,No,0803,,,0167-6423,1872-7964,,
656,"Scientometrics: an international journal for all quantitative aspects of the science of science, communication in science and science policy",CORE2020,Not primarily CS,Yes,0807,,,0138-9130,1588-2861,,
339,Security and Communication Networks,CORE2020,Not ranked,No,0802,,,1939-0122,,,
499,Service Oriented Computing and Applications,CORE2020,C,No,0805,,,1863-2386,1863-2394,,
297,SIAM Journal on Computing,CORE2020,A*,No,0802,,,0097-5397,1095-7111,,
79,SIAM Journal on Discrete Mathematics,CORE2020,A,No,0802,0101,,0895-4801,1095-7146,,
290,SIAM Journal on Scientific Computing,CORE2020,A,No,0802,0103,0102,1064-8275,1095-7197,0196-5204,
828,SIGCSE Bulletin Inroads,CORE2020,C,No,0899,,,1096-3936,,,
336,Simulation Modelling Practice and Theory,CORE2020,C,No,0802,0102,,1569-190X,0928-4869,,
795,Simulation: transactions of the Society for Modeling and Simulation International,CORE2020,B,No,0899,1702,,0037-5497,1741-3133,0036-1925,
712,Social Science Computer Review,CORE2020,not primarily CS,Yes,0807,0899,,0894-4393,1552-8286,,
275,Soft Computing,CORE2020,C,No,0801,1702,0102,1432-7643,1433-7479,,
384,Software and Systems Modeling,CORE2020,B,No,0803,1702,,1619-1366,1619-1374,,
408,Software Process Improvement and Practice,CORE2020,C,No,0803,,,1077-4866,1099-1670,,
409,Software Quality Journal,CORE2020,C,No,0803,,,0963-9314,1573-1367,,
385,"Software Testing, Verification and Reliability",CORE2020,B,No,0803,,,0960-0833,1099-1689,,
354,Software: Practice and Experience,CORE2020,B,Yes,0803,,,0038-0644,1097-024X,,
65,South African Computer Journal,CORE2020,C,No,08,,,1015-7999,,,
153,Speech Communication,CORE2020,B,Yes,0801,2004,1702,0167-6393,1872-7182,,
114,Statistics and Computing,CORE2020,A,No,0802,0104,,0960-3174,1573-1375,,
620,Systemic Practice and Action Research,CORE2020,C,No,0806,1608,,1094-429X,1573-9295,0894-9859,
621,Systems Engineering,CORE2020,C,No,0806,,,1098-1241,1520-6858,,
386,Text Technology: the journal of computer text processing,CORE2020,B,No,0803,2004,,1053-900X,,,
826,The ACM Transactions on Computing Education (was Journal on Educational  Resources in Computing),CORE2020,C,No,0899,,,1531-4278,,,
633,The African Journal of Information Systems,CORE2020,Not ranked,No,0806,1503,,1936-0282,,,
34,The Computer Journal,CORE2020,B,Yes,08,,,0010-4620,1460-2067,,
623,The Electronic Journal of Information Systems in Developing Countries,CORE2020,C,No,0806,,,1681-4835,,,
657,The Information Society,CORE2020,Not primarily CS,Yes,0807,,,0197-2243,1087-6537,,
66,The International Arab Journal of Information Technology,CORE2020,C,No,08,,,1683-3198,,,
276,The International Journal of Virtual Reality,CORE2020,C,No,0801,,,1081-1451,,,
553,The Journal of Information Systems,CORE2020,B,No,0806,,,0888-7985,1558-7959,,
500,The Journal of the Institute of Telecommunications Professionals,CORE2020,C,No,0805,,,1755-9278,1477-4739,1470-5826,
214,The Visual Computer,CORE2020,B,No,0801,1702,,0178-2789,1432-2315,,
418,The VLDB Journal,CORE2020,A*,No,0804,0805,,1066-8888,0949-877X,,
291,Theoretical Computer Science,CORE2020,A,No,0802,0803,1702,0304-3975,,,
355,Theory and Practice of Logic Programming,CORE2020,A,No,0803,,,1471-0684,1475-3081,,
292,Theory of Computing,CORE2020,A,No,0802,1702,,1557-2862,,,
337,Theory of Computing Systems,CORE2020,C,No,0802,0805,0102,1432-4350,1433-0490,,
429,Transactions in GIS,CORE2020,B,No,0804,0909,,1361-1682,1467-9671,,
843,Transactions on Emerging Telecommunications Technologies (was European Transactions on Telecommunications),CORE2020,B,No,0805,1005,0906,1124-318X,,,
624,Universal Access in the Information Society: international journal,CORE2020,C,No,0806,,,1615-5289,1615-5297,,
154,User Modeling and User Adapted Interaction,CORE2020,A,No,0801,0806,,0924-1868,1573-1391,,
215,Virtual Reality,CORE2020,B,No,0801,1702,0909,1359-4338,1434-9957,,
830,Web Intelligence and Agent Systems: an international journal,CORE2020,C,No,0899,0801,1702,1570-1263,1875-9289,,
501,Webology,CORE2020,C,No,0805,0807,,1735-188X,,,
455,Wireless Communications and Mobile Computing,CORE2020,B,Yes,0805,,,1530-8669,1530-8677,,
473,"Wireless Networks: the journal of mobile communication, computation and information",CORE2020,B,No,0805,,,1022-0038,1572-8196,,
848,Wireless Personal Communications: an international journal,CORE2020,C,No,0805,1005,,0929-6212,1572-834X,,
625,Wirtschaftsinformatik,CORE2020,C,No,0806,,,0937-6429,1861-8936,,
456,World Wide Web,CORE2020,A,No,0805,,,1386-145X,1573-1413,,
